global_index,gene_symbol,ensembl_id,in_vcc_output,vcc_output_index,in_vcc2025,vcc2025_local_index,in_replogle,replogle_local_index,is_replogle_perturbation_target,replogle_perturbed_cell_count
448,BTN3A1,,1,448,1,5678,0,-1,0,0
449,MIPEP,ENSG00000027001,1,449,1,11471,1,5214,1,182
450,PRKCH,,1,450,1,12025,0,-1,0,0
451,INSRR,,1,451,1,1241,0,-1,0,0
452,IFNGR1,ENSG00000027697,1,452,1,6331,1,2940,1,81
453,B4GALT7,ENSG00000027847,1,453,1,5498,1,2527,1,146
454,SH2D2A,,1,454,1,1239,0,-1,1,334
455,VRK2,ENSG00000028116,1,455,1,2149,1,1015,1,287
456,TNFRSF1B,,1,456,1,145,0,-1,1,473
457,VEZT,ENSG00000028203,1,457,1,11163,1,5029,1,483
458,POU2F2,,1,458,1,15735,0,-1,1,251
459,BRD9,ENSG00000028310,1,459,1,4740,1,2179,1,76
460,SNX1,ENSG00000028528,1,460,1,12583,1,5750,1,203
461,TBPL1,ENSG00000028839,1,461,1,6315,1,2932,1,146
462,ARNTL2,ENSG00000029153,1,462,1,10721,1,4829,1,310
463,BCLAF1,ENSG00000029363,1,463,1,6324,1,2938,1,144
464,SLC39A9,ENSG00000029364,1,464,1,12073,1,5528,1,800
465,ANK1,ENSG00000029534,1,465,1,7504,1,3479,1,99
466,IBSP,,1,466,1,4406,0,-1,0,0
467,TFB1M,ENSG00000029639,1,467,1,6410,1,2974,1,182
468,RABEP1,ENSG00000029725,1,468,1,13705,1,6340,1,189
469,HMGB3,ENSG00000029993,1,469,1,17974,1,8194,1,199
470,NUP160,ENSG00000030066,1,470,1,9690,1,4431,1,157
471,BAK1,ENSG00000030110,1,471,1,5856,1,2721,1,92
472,MUSK,,1,472,1,8290,0,-1,0,0
473,IKZF2,,1,473,1,2808,0,-1,1,307
474,GRN,ENSG00000030582,1,474,1,14231,1,6560,1,118
475,FAM13B,ENSG00000031003,1,475,1,5190,1,2408,1,118
476,ARHGAP31,,1,476,1,3592,0,-1,0,0
477,CENPQ,ENSG00000031691,1,477,1,6019,1,2799,1,170
478,SARS,ENSG00000031698,1,478,1,882,1,448,1,20
479,RANBP3,ENSG00000031823,1,479,1,15094,1,7005,1,151
480,ARID4A,ENSG00000032219,1,480,1,12003,1,5496,1,251
481,EIPR1,ENSG00000032389,1,481,1,1889,1,870,1,133
482,PNPLA6,ENSG00000032444,1,482,1,15127,1,7018,1,213
483,IFT88,ENSG00000032742,1,483,1,11458,1,5205,1,252
484,ALG1,ENSG00000033011,1,484,1,13021,1,5997,1,182
485,ZCCHC8,ENSG00000033030,1,485,1,11376,1,5152,1,190
486,ABCF2,ENSG00000033050,1,486,1,7265,1,3369,1,217
487,CHPF2,,1,487,1,7266,0,-1,1,278
488,LRRC7,,1,488,1,728,0,-1,0,0
489,FUT8,ENSG00000033170,1,489,1,12050,1,5515,1,341
490,UBA6,ENSG00000033178,1,490,1,4270,1,2000,1,88
491,GAB2,ENSG00000033327,1,491,1,10162,1,4641,1,424
492,ATP6V0A1,ENSG00000033627,1,492,1,14173,1,6524,1,133
493,PIAS1,ENSG00000033800,1,493,1,12625,1,5778,1,319
494,SLC4A7,ENSG00000033867,1,494,1,3137,1,1495,1,55
495,APBA2,ENSG00000034053,1,495,1,12345,1,5638,1,246
496,MAP2K3,,1,496,1,13903,0,-1,1,174
497,EFCAB1,,1,497,1,7526,0,-1,0,0
498,TMSB10,ENSG00000034510,1,498,1,2281,1,1089,1,433
499,ASTE1,,1,499,1,3698,0,-1,0,0
500,RNF19A,ENSG00000034677,1,500,1,7704,1,3582,1,242
501,PEX3,ENSG00000034693,1,501,1,6354,1,2949,1,146
502,MYOC,,1,502,1,1412,0,-1,0,0
503,SH3YL1,,1,503,1,1883,0,-1,0,0
504,FAM136A,ENSG00000035141,1,504,1,2207,1,1054,1,89
505,VCL,ENSG00000035403,1,505,1,8924,1,4133,1,246
506,DEPDC1B,ENSG00000035499,1,506,1,4904,1,2254,1,80
507,DAPK2,,1,507,1,12581,0,-1,0,0
508,NSMAF,ENSG00000035681,1,508,1,7555,1,3511,1,292
509,ADSS,ENSG00000035687,1,509,1,1821,1,847,1,87
510,STAP1,,1,510,1,4269,0,-1,0,0
511,TIMP2,,1,511,1,14585,0,-1,0,0
512,RFC1,ENSG00000035928,1,512,1,4182,1,1960,1,160
513,TBC1D23,ENSG00000036054,1,513,1,3518,1,1673,1,124
514,CUL3,ENSG00000036257,1,514,1,2893,1,1384,1,268
515,MYOM2,,1,515,1,7305,0,-1,0,0
516,OTC,,1,516,1,17485,0,-1,0,0
517,CYP46A1,,1,517,1,12251,0,-1,0,0
518,AC118549.1,ENSG00000036549,1,518,1,754,1,377,1,158
519,SLC18A1,,1,519,1,7371,0,-1,0,0
520,USP2,ENSG00000036672,1,520,1,10385,1,4728,1,352
521,CASR,,1,521,1,3622,0,-1,0,0
522,TUBG2,,1,522,1,14181,0,-1,0,0
523,FLT4,,1,523,1,5533,0,-1,0,0
524,NSUN2,ENSG00000037474,1,524,1,4757,1,2188,1,264
525,FBXO42,ENSG00000037637,1,525,1,194,1,89,1,305
526,MFAP3,,1,526,1,5376,0,-1,1,205
527,MRI1,ENSG00000037757,1,527,1,15300,1,7106,1,109
528,METTL1,ENSG00000037897,1,528,1,11039,1,4972,1,420
529,HOXC8,ENSG00000037965,1,529,1,10926,1,4918,1,144
530,AGA,,1,530,1,4689,0,-1,1,30
531,PI4K2B,ENSG00000038210,1,531,1,4155,1,1948,1,137
532,BOD1L1,ENSG00000038219,1,532,1,4126,1,1935,1,434
533,MAT2B,ENSG00000038274,1,533,1,5422,1,2486,1,364
534,TLL1,,1,534,1,4659,0,-1,0,0
535,EDC4,ENSG00000038358,1,535,1,13403,1,6197,1,448
536,TRIO,ENSG00000038382,1,536,1,4774,1,2200,0,0
537,VCAN,,1,537,1,5011,0,-1,0,0
538,CLEC16A,,1,538,1,13042,0,-1,1,235
539,MSR1,,1,539,1,7351,0,-1,0,0
540,CDH1,,1,540,1,13424,0,-1,0,0
541,MTREX,ENSG00000039123,1,541,1,4888,1,2248,1,103
542,DNAH5,,1,542,1,4773,0,-1,0,0
543,ZFYVE16,ENSG00000039319,1,543,1,4997,1,2311,1,150
544,RIPOR1,,1,544,1,13390,0,-1,1,228
545,C6,,1,545,1,4849,0,-1,0,0
546,RAI14,ENSG00000039560,1,546,1,4814,1,2211,1,153
547,SOX30,,1,547,1,5396,0,-1,1,306
548,BEST2,,1,548,1,15276,0,-1,0,0
549,PHLPP2,,1,549,1,13465,0,-1,0,0
550,SPDL1,ENSG00000040275,1,550,1,5429,1,2489,1,79
551,STAU2,ENSG00000040341,1,551,1,7604,1,3533,1,331
552,SLC66A1,,1,552,1,221,0,-1,1,164
553,CTNS,,1,553,1,13658,0,-1,0,0
554,RTN4R,,1,554,1,16971,0,-1,0,0
555,PHF23,ENSG00000040633,1,555,1,13737,1,6356,1,261
556,CDH10,,1,556,1,4797,0,-1,0,0
557,INPP4A,ENSG00000040933,1,557,1,2357,1,1131,1,161
558,RAB27B,,1,558,1,14842,0,-1,0,0
559,PSMA4,ENSG00000041357,1,559,1,12722,1,5828,1,197
560,MYO16,,1,560,1,11710,0,-1,1,245
561,LSG1,ENSG00000041802,1,561,1,3991,1,1870,1,84
562,PARP3,,1,562,1,3371,0,-1,0,0
563,TNC,,1,563,1,8337,0,-1,0,0
564,THAP3,ENSG00000041988,1,564,1,88,1,44,1,146
565,RIPOR3,ENSG00000042062,1,565,1,16626,1,7638,1,288
566,TDP1,ENSG00000042088,1,566,1,12180,1,5572,1,198
567,AIFM2,ENSG00000042286,1,567,1,8874,1,4110,1,172
568,C2orf83,,1,568,1,2904,0,-1,0,0
569,SPATA7,,1,569,1,12173,0,-1,0,0
570,MED17,ENSG00000042429,1,570,1,10204,1,4662,1,80
571,RETSAT,ENSG00000042445,1,571,1,2285,1,1092,1,129
572,CAPG,ENSG00000042493,1,572,1,2287,1,1094,1,281
573,AP2S1,ENSG00000042753,1,573,1,15869,1,7346,1,169
574,USH2A,,1,574,1,1672,0,-1,0,0
575,ZPBP,,1,575,1,6725,0,-1,0,0
576,TG,,1,576,1,7800,0,-1,0,0
577,ADAM28,,1,577,1,7412,0,-1,0,0
578,BARX2,,1,578,1,10475,0,-1,1,135
579,DCUN1D1,ENSG00000043093,1,579,1,3905,1,1837,1,225
580,JADE2,,1,580,1,5164,0,-1,0,0
581,ZIC2,ENSG00000043355,1,581,1,11688,1,5327,1,279
582,LCP2,ENSG00000043462,1,582,1,5434,1,2491,1,126
583,TRIT1,ENSG00000043514,1,583,1,490,1,245,1,111
584,ADRB1,,1,584,1,9178,0,-1,0,0
585,GUCA2B,,1,585,1,514,0,-1,0,0
586,CUL7,,1,586,1,5964,0,-1,1,51
587,CTNNA1,ENSG00000044115,1,587,1,5204,1,2418,1,42
588,PHKA2,,1,588,1,17421,0,-1,1,249
589,CNTLN,,1,589,1,7955,0,-1,0,0
590,EPHA3,,1,590,1,3490,0,-1,0,0
591,HSPA5,ENSG00000044574,1,591,1,8396,1,3867,1,299
592,DSG2,ENSG00000046604,1,592,1,14765,1,6849,1,263
593,GEMIN8,ENSG00000046647,1,593,1,17390,1,8012,1,187
594,OFD1,ENSG00000046651,1,594,1,17388,1,8011,1,162
595,GPM6B,,1,595,1,17389,0,-1,0,0
596,MAGEC2,,1,596,1,17952,0,-1,1,35
597,PREX2,,1,597,1,7587,0,-1,0,0
598,WDR37,,1,598,1,8623,0,-1,1,142
599,YTHDC2,ENSG00000047188,1,599,1,5077,1,2356,1,231
600,CTPS2,,1,600,1,17407,0,-1,1,206
601,ATP6V1H,ENSG00000047249,1,601,1,7537,1,3498,1,147
602,POLR2B,ENSG00000047315,1,602,1,4263,1,1998,1,180
603,FAM214A,,1,603,1,12530,0,-1,0,0
604,ARAP2,,1,604,1,4166,0,-1,0,0
605,TPR,ENSG00000047410,1,605,1,1494,1,698,1,92
606,CP,,1,606,1,3785,0,-1,0,0
607,KIAA0556,,1,607,1,13148,0,-1,0,0
608,DTNBP1,ENSG00000047579,1,608,1,5616,1,2597,1,327
609,XK,ENSG00000047597,1,609,1,17477,1,8032,1,72
610,ANO2,,1,610,1,10537,0,-1,0,0
611,C12orf4,ENSG00000047621,1,611,1,10528,1,4766,1,258
612,SCML1,,1,612,1,17414,0,-1,0,0
613,WWC3,,1,613,1,17371,0,-1,0,0
614,ARHGAP6,ENSG00000047648,1,614,1,17375,1,8005,1,164
615,MAP4,ENSG00000047849,1,615,1,3278,1,1558,1,119
616,GOPC,ENSG00000047932,1,616,1,6251,1,2907,1,139
617,ROS1,,1,617,1,6249,0,-1,0,0
618,USP28,ENSG00000048028,1,618,1,10313,1,4698,1,180
619,HDAC9,,1,619,1,6569,0,-1,0,0
620,TSPAN17,ENSG00000048140,1,620,1,5476,1,2511,1,414
621,NOP16,ENSG00000048162,1,621,1,5467,1,2506,1,88
622,CC2D2A,,1,622,1,4129,0,-1,0,0
623,RRM2B,ENSG00000048392,1,623,1,7711,1,3587,1,265
624,ZNF800,ENSG00000048405,1,624,1,7079,1,3298,1,228
625,TNFRSF17,,1,625,1,13057,0,-1,0,0
626,SNX29,,1,626,1,13058,0,-1,1,31
627,LMO3,,1,627,1,10680,0,-1,0,0
628,GUCA1A,,1,628,0,-1,0,-1,0,0
629,RSF1,ENSG00000048649,1,629,1,10153,1,4636,1,68
630,VPS13D,ENSG00000048707,1,630,1,146,1,78,1,334
631,CELF2,ENSG00000048740,1,631,1,8655,1,4005,1,217
632,FAM120A,ENSG00000048828,1,632,1,8200,1,3783,1,228
633,R3HDM1,ENSG00000048991,1,633,1,2510,1,1211,1,346
634,COL9A2,,1,634,1,498,0,-1,0,0
635,KITLG,,1,635,1,11140,0,-1,0,0
636,ERCC8,ENSG00000049167,1,636,1,4906,1,2255,1,34
637,ADAMTS6,,1,637,1,4919,0,-1,0,0
638,H6PD,,1,638,1,103,0,-1,0,0
639,VAMP3,ENSG00000049245,1,639,1,91,1,47,1,132
640,PER3,ENSG00000049246,1,640,1,92,1,48,1,361
641,UTS2,,1,641,1,93,0,-1,0,0
642,TNFRSF9,,1,642,1,94,0,-1,0,0
643,EPN3,,1,643,1,14337,0,-1,0,0
644,LTBP1,ENSG00000049323,1,644,1,2054,1,956,1,206
645,RCN1,ENSG00000049449,1,645,1,9600,1,4387,1,610
646,ELN,,1,646,1,6790,0,-1,0,0
647,RFC2,ENSG00000049541,1,647,1,6794,1,3164,1,133
648,ARID1B,ENSG00000049618,1,648,1,6413,1,2975,1,480
649,CLPTM1L,ENSG00000049656,1,649,1,4747,1,2182,1,251
650,NEDD4L,,1,650,1,14853,0,-1,1,362
651,FOXP3,,1,651,1,17563,0,-1,1,216
652,PPP1R3F,,1,652,1,17564,0,-1,0,0
653,HEXB,ENSG00000049860,1,653,1,4959,1,2293,1,193
654,PTCD2,ENSG00000049883,1,654,1,4947,1,2288,1,174
655,NEXMIF,,1,655,1,17684,0,-1,0,0
656,JKAMP,ENSG00000050130,1,656,1,12011,1,5500,1,146
657,DKK3,,1,657,1,9515,0,-1,0,0
658,ARHGEF5,,1,658,1,7215,0,-1,0,0
659,NFE2L3,ENSG00000050344,1,659,1,6602,1,3069,1,186
660,MCUR1,ENSG00000050393,1,660,1,5612,1,2595,1,79
661,LIMA1,ENSG00000050405,1,661,1,10841,1,4889,1,314
662,LETMD1,ENSG00000050426,1,662,1,10850,1,4894,1,163
663,SLC4A8,,1,663,1,10859,0,-1,0,0
664,LAMC3,,1,664,1,8481,0,-1,0,0
665,PTGER3,,1,665,1,734,0,-1,1,308
666,TNIP3,,1,666,1,4521,0,-1,0,0
667,MAPK9,ENSG00000050748,1,667,1,5529,1,2543,1,228
668,COL23A1,ENSG00000050767,1,668,1,5506,1,2532,0,0
669,BCAR1,ENSG00000050820,1,669,1,13489,1,6238,1,535
670,FAM160A2,,1,670,1,9451,0,-1,1,179
671,HERPUD1,ENSG00000051108,1,671,1,13310,1,6156,1,238
672,HOMER3,ENSG00000051128,1,672,1,15439,1,7172,1,249
673,RAD51,ENSG00000051180,1,673,1,12409,1,5666,1,244
674,POLQ,ENSG00000051341,1,674,1,3612,1,1706,1,240
675,PIK3CB,ENSG00000051382,1,675,1,3740,1,1761,1,126
676,CYBA,ENSG00000051523,1,676,1,13567,1,6275,1,144
677,THOC3,ENSG00000051596,1,677,0,-1,1,2502,1,281
678,HEBP2,ENSG00000051620,1,678,1,6338,1,2941,1,46
679,MPHOSPH9,ENSG00000051825,1,679,1,11389,1,5159,1,111
680,PLEKHA5,ENSG00000052126,1,680,1,10685,1,4812,1,166
681,PRSS8,,1,681,1,13231,0,-1,0,0
682,SIKE1,ENSG00000052723,1,682,1,958,1,485,1,79
683,RRP12,ENSG00000052749,1,683,1,9048,1,4181,1,87
684,FNIP2,ENSG00000052795,1,684,1,4638,1,2145,1,210
685,MSMO1,ENSG00000052802,1,685,1,4657,1,2150,1,166
686,TTC17,ENSG00000052841,1,686,1,9637,1,4407,1,172
687,ALX4,,1,687,1,9644,0,-1,1,262
688,FSTL4,,1,688,1,5155,0,-1,0,0
689,FOXN3,ENSG00000053254,1,689,1,12178,1,5570,1,279
690,METTL24,,1,690,1,6211,0,-1,0,0
691,AKR7A2,ENSG00000053371,1,691,1,220,1,99,1,254
692,MRTO4,ENSG00000053372,1,692,1,219,1,98,1,182
693,NNAT,,1,693,1,16508,0,-1,0,0
694,USE1,ENSG00000053501,1,694,1,15380,1,7141,1,156
695,MCF2L2,,1,695,1,3908,0,-1,0,0
696,LAMA3,,1,696,1,14745,0,-1,0,0
697,AP5M1,ENSG00000053770,1,697,1,11996,1,5492,1,208
698,ANAPC4,ENSG00000053900,1,698,1,4157,1,1949,1,12
699,KCNQ1,,1,699,1,9369,0,-1,0,0
700,TRAPPC3,ENSG00000054116,1,700,1,447,1,216,1,377
701,THRAP3,ENSG00000054118,1,701,1,449,1,218,1,175
702,PHPT1,ENSG00000054148,1,702,1,8569,1,3962,1,199
703,ENTPD2,,1,703,1,8582,0,-1,0,0
704,LY75,,1,704,1,2563,0,-1,0,0
705,ARID4B,ENSG00000054267,1,705,1,1785,1,834,1,66
706,OPN3,,1,706,1,1809,0,-1,1,208
707,SDCCAG8,ENSG00000054282,1,707,1,1817,1,846,1,153
708,PTPRN,,1,708,1,2866,0,-1,0,0
709,HHAT,,1,709,1,1644,0,-1,0,0
710,KIF1B,ENSG00000054523,1,710,1,114,1,59,1,290
711,FOXC1,ENSG00000054598,1,711,1,5551,1,2554,1,188
712,TBC1D22A,ENSG00000054611,1,712,1,17300,1,7972,1,338
713,SYNE2,,1,713,1,12036,0,-1,0,0
714,PLEKHH1,,1,714,1,12059,0,-1,0,0
715,ATP9A,,1,715,1,16634,0,-1,0,0
716,SPO11,,1,716,1,16653,0,-1,0,0
717,CBLN4,,1,717,1,16642,0,-1,0,0
718,CHRDL2,,1,718,1,10124,0,-1,0,0
719,FAM168A,,1,719,1,10109,0,-1,0,0
720,RELT,,1,720,1,10108,0,-1,1,192
721,GALC,ENSG00000054983,1,721,1,12170,1,5567,1,285
722,NOP58,ENSG00000055044,1,722,1,2759,1,1332,1,77
723,SZRD1,ENSG00000055070,1,723,1,195,1,90,1,96
724,KCNH2,ENSG00000055118,1,724,1,7251,1,3362,1,615
725,CUL1,ENSG00000055130,1,725,1,7220,1,3349,1,456
726,FAM114A2,ENSG00000055147,1,726,1,5375,1,2467,1,215
727,CYFIP2,,1,727,1,5392,0,-1,0,0
728,TAB2,ENSG00000055208,1,728,1,6373,1,2959,1,212
729,GINM1,ENSG00000055211,1,729,1,6377,1,2961,1,85
730,EIF2AK2,ENSG00000055332,1,730,1,2063,1,963,1,215
731,USP36,ENSG00000055483,1,731,1,14584,1,6748,1,303
732,KMT2C,ENSG00000055609,1,732,1,7275,1,3374,1,219
733,MCOLN3,,1,733,1,778,0,-1,0,0
734,CCDC85A,,1,734,1,2148,0,-1,0,0
735,PUM2,ENSG00000055917,1,735,1,1947,1,904,1,245
736,ITIH4,,1,736,0,-1,0,-1,0,0
737,ITIH1,,1,737,1,3398,0,-1,0,0
738,HPF1,ENSG00000056050,1,738,1,4669,1,2154,1,202
739,ZFR,ENSG00000056097,1,739,1,4805,1,2208,1,170
740,ZNF280C,,1,740,1,17891,0,-1,1,64
741,NPFFR2,,1,741,1,4314,0,-1,0,0
742,PHF21B,,1,742,1,17281,0,-1,0,0
743,TRAF1,,1,743,1,8349,0,-1,0,0
744,RC3H2,ENSG00000056586,1,744,1,8376,1,3854,1,166
745,IL17RB,,1,745,1,3408,0,-1,0,0
746,TRAF3IP2,,1,746,1,6221,0,-1,1,204
747,GYG2,,1,747,1,17352,0,-1,0,0
748,DCBLD2,ENSG00000057019,1,748,1,3514,1,1671,1,99
749,SERPINB3,,1,749,1,14880,0,-1,0,0
750,SOAT1,ENSG00000057252,1,750,1,1449,1,677,1,104
751,PKP2,,1,751,1,10747,0,-1,0,0
752,MSH4,,1,752,1,748,0,-1,0,0
753,F7,,1,753,1,11726,0,-1,0,0
754,GDI2,ENSG00000057608,1,754,1,8640,1,3995,1,162
755,PRDM1,,1,755,1,6182,0,-1,1,216
756,ATG5,ENSG00000057663,1,756,1,6183,1,2873,1,180
757,TMCC3,,1,757,1,11159,0,-1,0,0
758,PITHD1,ENSG00000057757,1,758,1,274,1,120,1,47
759,MTA3,ENSG00000057935,1,759,1,2092,1,981,1,104
760,USP13,ENSG00000058056,1,760,1,3898,1,1832,1,208
761,ATP11B,ENSG00000058063,1,761,1,3904,1,1836,1,193
762,LAMC2,,1,762,1,1476,0,-1,0,0
763,CDK14,,1,763,1,6855,0,-1,0,0
764,SEC61A1,ENSG00000058262,1,764,1,3670,1,1724,1,207
765,PPP1R12A,ENSG00000058272,1,765,1,11118,1,5011,1,490
766,RASGRF1,,1,766,1,12729,0,-1,0,0
767,CAMK2B,,1,767,1,6698,0,-1,0,0
768,CROCC,,1,768,1,199,0,-1,0,0
769,POLR3E,ENSG00000058600,1,769,1,13117,1,6048,1,367
770,ATP2B4,,1,770,1,1574,0,-1,1,71
771,ZC3H11A,,1,771,0,-1,0,-1,1,120
772,RIOK2,ENSG00000058729,1,772,1,5046,1,2339,1,98
773,YIPF1,ENSG00000058799,1,773,1,652,1,332,1,220
774,NDC1,ENSG00000058804,1,774,1,651,1,331,1,106
775,DGKG,,1,775,1,3947,0,-1,0,0
776,TBXAS1,,1,776,1,7165,0,-1,1,175
777,PARP12,ENSG00000059378,1,777,1,7166,1,3336,1,111
778,ALDH18A1,ENSG00000059573,1,778,1,9032,1,4172,1,195
779,TARBP1,ENSG00000059588,1,779,1,1781,1,831,1,335
780,GATB,ENSG00000059691,1,780,1,4603,1,2136,0,0
781,MXD1,ENSG00000059728,1,781,1,2200,1,1048,1,57
782,CDK17,ENSG00000059758,1,782,1,11173,1,5035,1,104
783,DNAJC25,ENSG00000059769,1,783,1,8296,1,3825,1,177
784,SLC2A3,ENSG00000059804,1,784,1,10590,1,4791,1,160
785,PSD,,1,785,1,9117,0,-1,0,0
786,CTDP1,,1,786,1,14915,0,-1,1,117
787,YBX3,ENSG00000060138,1,787,1,10632,1,4798,1,233
788,STYK1,,1,788,1,10631,0,-1,0,0
789,WNK1,ENSG00000060237,1,789,1,10504,1,4757,1,304
790,CCAR1,ENSG00000060339,1,790,1,8858,1,4103,1,167
791,OGFR,ENSG00000060491,1,791,1,16695,1,7671,1,200
792,GNA15,,1,792,1,15023,0,-1,0,0
793,CREB3L3,,1,793,1,15050,0,-1,1,43
794,PIGV,,1,794,1,325,0,-1,1,215
795,PTPRU,,1,795,1,372,0,-1,0,0
796,SNRNP40,ENSG00000060688,1,796,1,378,1,176,1,423
797,RIMBP2,,1,797,1,11420,0,-1,0,0
798,COL11A1,,1,798,1,863,0,-1,0,0
799,QSER1,ENSG00000060749,1,799,1,9605,1,4390,1,287
800,MPC1,ENSG00000060762,1,800,1,6448,1,2994,1,138
801,ACAA1,ENSG00000060971,1,801,1,3176,1,1514,1,249
802,BCAT1,ENSG00000060982,1,802,1,10706,1,4819,1,165
803,HDAC7,ENSG00000061273,1,803,1,10782,1,4862,1,50
804,LZTS1,,1,804,1,7373,0,-1,0,0
805,PRDM6,,1,805,1,5106,0,-1,1,130
806,WNT8A,,1,806,1,5191,0,-1,0,0
807,SPAG4,,1,807,1,16482,0,-1,0,0
808,NCKAP1,ENSG00000061676,1,808,1,2676,1,1286,1,123
809,GUCY1B1,,1,809,1,4625,0,-1,0,0
810,SFSWAP,ENSG00000061936,1,810,1,11423,1,5184,1,221
811,TNK2,,1,811,1,3998,0,-1,1,345
812,MON2,ENSG00000061987,1,812,1,11049,1,4979,1,335
813,CDH3,,1,813,1,13423,0,-1,0,0
814,ARSF,,1,814,1,17356,0,-1,0,0
815,GPBP1,ENSG00000062194,1,815,1,4898,1,2253,1,284
816,DGAT2,,1,816,1,10137,0,-1,0,0
817,ZNF112,,1,817,1,15791,0,-1,1,49
818,CS,ENSG00000062485,1,818,1,10989,1,4947,1,495
819,LTK,,1,819,1,12428,0,-1,0,0
820,ELMO2,,1,820,1,16599,0,-1,1,44
821,WAPL,ENSG00000062650,1,821,1,8962,1,4150,0,0
822,VMP1,ENSG00000062716,1,822,1,14400,1,6647,1,193
823,APPBP2,ENSG00000062725,1,823,1,14407,1,6653,1,103
824,POLD1,ENSG00000062822,1,824,1,15983,1,7396,1,112
825,SEZ6,,1,825,1,13941,0,-1,0,0
826,EIF4B,ENSG00000063046,1,826,1,10896,1,4903,1,107
827,SLC6A16,,1,827,1,15942,0,-1,0,0
828,BICRA,,1,828,1,15886,0,-1,0,0
829,SPHK2,,1,829,1,15913,0,-1,1,121
830,CA11,ENSG00000063180,1,830,1,15915,1,7366,1,376
831,ISOC2,ENSG00000063241,1,831,1,16132,1,7436,1,416
832,U2AF2,ENSG00000063244,1,832,1,16146,1,7443,1,208
833,EPN1,ENSG00000063245,1,833,1,16147,1,7444,1,155
834,MED29,ENSG00000063322,1,834,1,15660,1,7264,1,108
835,AHRR,,1,835,1,4734,0,-1,1,145
836,GSC2,,1,836,1,16950,0,-1,1,142
837,ZNF275,,1,837,1,17996,0,-1,1,73
838,MTMR1,,1,838,1,17972,0,-1,1,174
839,GPC1,,1,839,1,2999,0,-1,0,0
840,HAGH,ENSG00000063854,1,840,1,12918,1,5932,1,116
841,RNF4,ENSG00000063978,1,841,1,4065,1,1911,1,36
842,CASP8,ENSG00000064012,1,842,1,2748,1,1327,1,178
843,LIMCH1,,1,843,1,4196,0,-1,0,0
844,INTS13,ENSG00000064102,1,844,1,10715,1,4824,1,117
845,TM7SF3,ENSG00000064115,1,845,1,10717,1,4826,1,187
846,DLX3,,1,846,1,14322,0,-1,1,138
847,SPA17,ENSG00000064199,1,847,1,10433,1,4733,1,42
848,TSPAN32,ENSG00000064201,1,848,1,9365,1,4311,1,147
849,CCN5,,1,849,1,16549,0,-1,0,0
850,DMRT3,,1,850,1,7909,0,-1,1,86
851,ST3GAL6,,1,851,1,3513,0,-1,0,0
852,ATP2C2,,1,852,1,13536,0,-1,0,0
853,NGFR,,1,853,1,14314,0,-1,0,0
854,CDON,,1,854,1,10459,0,-1,0,0
855,TAF2,ENSG00000064313,1,855,1,7755,1,3606,1,142
856,HIPK2,ENSG00000064393,1,856,1,7164,1,3335,1,233
857,TNPO3,ENSG00000064419,1,857,1,7101,1,3311,1,210
858,RFXANK,ENSG00000064490,1,858,1,15446,1,7177,1,133
859,TMEM161A,ENSG00000064545,1,859,1,15443,1,7175,1,172
860,LPAR2,,1,860,1,15459,0,-1,0,0
861,CTSA,ENSG00000064601,1,861,1,16589,1,7618,1,264
862,SUGP2,ENSG00000064607,1,862,1,15440,1,7173,1,206
863,SLC12A2,ENSG00000064651,1,863,1,5120,1,2374,1,228
864,SNX24,,1,864,1,5104,0,-1,1,257
865,EYA2,,1,865,1,16605,0,-1,0,0
866,CNN2,ENSG00000064666,1,866,1,14956,1,6922,1,496
867,ABCA7,ENSG00000064687,1,867,1,14957,1,6923,1,708
868,SNCAIP,,1,868,1,5102,0,-1,0,0
869,DDX20,ENSG00000064703,1,869,1,930,1,468,1,108
870,BTBD1,ENSG00000064726,1,870,1,12757,1,5847,1,159
871,FAR2,ENSG00000064763,1,871,1,10729,1,4834,1,175
872,POU1F1,,1,872,1,3484,0,-1,1,145
873,CHI3L2,ENSG00000064886,1,873,1,919,1,464,1,310
874,SBNO2,ENSG00000064932,1,874,1,14961,1,6926,1,167
875,PMS1,ENSG00000064933,1,875,1,2697,1,1296,1,98
876,HMG20B,ENSG00000064961,1,876,1,15034,1,6972,1,153
877,CALCRL,,1,877,1,2685,0,-1,0,0
878,TAF11,ENSG00000064995,1,878,1,5871,1,2732,1,151
879,ANKS1A,ENSG00000064999,1,879,1,5872,1,2733,1,89
880,AP3D1,ENSG00000065000,1,880,1,14994,1,6952,1,102
881,ZNF76,ENSG00000065029,1,881,1,5875,1,2734,1,234
882,SLC9A3R2,ENSG00000065054,1,882,1,12931,1,5944,1,436
883,NTHL1,ENSG00000065057,1,883,1,12932,1,5945,1,279
884,UHRF1BP1,ENSG00000065060,1,884,1,5870,1,2731,1,102
885,GNAI3,ENSG00000065135,1,885,1,893,1,452,1,211
886,IPO5,ENSG00000065150,1,886,1,11676,1,5322,1,117
887,OAT,ENSG00000065154,1,887,1,9243,1,4265,1,177
888,WDR3,ENSG00000065183,1,888,1,980,1,491,1,220
889,PKN2,ENSG00000065243,1,889,1,794,1,397,1,93
890,WDR18,ENSG00000065268,1,890,1,14953,1,6920,1,174
891,TRAM2,ENSG00000065308,1,891,1,6039,1,2804,1,253
892,NTN1,,1,892,1,13807,0,-1,0,0
